Artist,Track,URL,MP3_Path,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
MONKEY MAJIK,あいたくて,https://open.spotify.com/track/5ruaZsjYmBswN1LNlTnbSL,./downloaded_mp3/MONKEY MAJIK_あいたくて.mp3,33,84,48.6,22.39,5,243,0.55,-1.53
lego big morl,ワープ,https://open.spotify.com/track/3ltHSTT4WlwN63FoER0AIS,./downloaded_mp3/lego big morl_ワープ.mp3,29,57,43.75,12.63,4,175,-0.09,-2.19
Dreams Come True,MERRY-LIFE-GOES-ROUND,https://open.spotify.com/track/7ryzxTDubyBzjMoh1z8Fxk,./downloaded_mp3/DREAMS COME TRUE_MERRY-LIFE-GOES-ROUND.mp3,25,95,56.0,35.84,6,336,-0.03,-2.19
チャットモンチー,風吹けば恋,https://open.spotify.com/track/2MkAcO7UzpWpOyxdMzjabH,./downloaded_mp3/チャットモンチー_風吹けば恋.mp3,24,96,59.86,29.92,7,419,-0.08,-1.95
ゆず,Yesterday and Tomorrow,https://open.spotify.com/track/1N0Qgp7VaXHVhLiV1IL1Yx,./downloaded_mp3/ゆず_Yesterday and Tomorrow.mp3,11,97,56.14,31.29,7,393,-0.19,-1.78
UVERworld,激動,https://open.spotify.com/track/2bB94ADjTpb7qavnp8NYQP,./downloaded_mp3/UVERworld_激動.mp3,97,97,82.33,14.5,3,247,0.02,-2.33
DOES,曇天,https://open.spotify.com/track/1nxHxgGQga4w2WrU1kieOB,./downloaded_mp3/DOES_曇天.mp3,54,95,73.25,17.11,4,293,0.15,-1.95
YUI,SUMMER SONG,https://open.spotify.com/track/1ZCFq7Fq1ZN5nI5GHXEAdg,./downloaded_mp3/YUI_SUMMER SONG.mp3,46,100,49.11,25.52,28,1375,0.15,-0.75
ケツメイシ,子供たちの未来へ,https://open.spotify.com/track/65Cewez2EA6TV0AC3iz9F5,./downloaded_mp3/ケツメイシ_子供たちの未来へ.mp3,39,72,50.25,20.84,4,201,-0.05,-2.26
GANGA ZUMBA,足跡のない道,https://open.spotify.com/track/10L4cQnssmDTmIzK1ge0by,./downloaded_mp3/GANGA ZUMBA_足跡のない道.mp3,5,77,40.4,25.5,5,202,0.06,-1.41
COLOR,Midnight call,https://open.spotify.com/track/2C66NoQ4B73wH0o4ZKEM1l,./downloaded_mp3/COLOR_Midnight call.mp3,85,85,45.0,28.46,6,270,-0.17,-1.37
aiko,KissHug,https://open.spotify.com/track/5yov1XKIxqezj8Rg23SvdF,./downloaded_mp3/aiko_KissHug.mp3,84,99,66.0,22.49,10,660,-0.08,-1.34
Lil'B,オレンジ,https://open.spotify.com/track/7EZvZJVctT0CsXKj9xlicE,./downloaded_mp3/Lil'B_オレンジ.mp3,78,78,48.75,31.19,4,195,-0.35,-1.98
青山テルマ,何度も,https://open.spotify.com/track/2whZS6s1ZsS7xSJ5FVJ0zN,./downloaded_mp3/青山テルマ_何度も.mp3,56,98,69.0,22.46,10,690,-0.32,-1.08
ポルノグラフィティ,痛い立ち位置,https://open.spotify.com/track/09MuFQvrDyX52g1zQd8MMd,./downloaded_mp3/ポルノグラフィティ_痛い立ち位置.mp3,43,98,72.67,27.75,3,218,-0.15,-2.33
シギ,証明,https://open.spotify.com/track/6ZayNZ5GsDS65XMZuEg09A,./downloaded_mp3/シギ_証明.mp3,8,73,43.75,27.0,4,175,-0.26,-1.89
KELUN,CHU-BURA,https://open.spotify.com/track/49SFNmFeMiVm2biOs0CKcI,./downloaded_mp3/KELUN_CHU-BURA.mp3,2,93,58.57,38.76,7,410,-0.47,-1.79
Hey!Say!JUMP,Your Seed,https://open.spotify.com/track/63FnuFV2SRyOCZAck1OjMt,./downloaded_mp3/Hey!Say!JUMP_Your Seed.mp3,100,100,72.75,27.33,4,291,-0.18,-2.14
FUNKY MONKEY BABYS,告白,https://open.spotify.com/track/2BM4k1nxxuR1hmxoOB4d9x,./downloaded_mp3/FUNKY MONKEY BABYS_告白.mp3,98,98,57.5,35.36,8,460,-0.3,-1.83
藤岡藤巻と大橋のぞみ,崖の上のポニョ,https://open.spotify.com/track/631B0Vtr5oMc6GJJNXZLnp,./downloaded_mp3/藤岡藤巻と大橋のぞみ_崖の上のポニョ.mp3,97,97,64.78,34.17,18,1166,-0.76,-1.04
サザンオールスターズ,I AM YOUR SINGER,https://open.spotify.com/track/52mKiP16FYA0C8X6gTr4zK,./downloaded_mp3/サザンオールスターズ_I AM YOUR SINGER.mp3,96,100,74.5,34.19,12,894,-0.88,-0.86
レミオロメン,もっと遠くへ,https://open.spotify.com/track/3VNZj8h3rgxqelvwpnf95S,./downloaded_mp3/レミオロメン_もっと遠くへ.mp3,95,96,80.25,17.29,8,642,-0.88,-0.62
Perfume,love the world,https://open.spotify.com/track/53v2IC4TD4wt0SrOZg9DJN,./downloaded_mp3/Perfume_love the world.mp3,91,100,76.11,25.01,9,685,-1.02,-0.39
RIP Slyme,太陽とビキニ,https://open.spotify.com/track/6woUc9j5YyvwiAGRKivPaT,./downloaded_mp3/RIP Slyme_太陽とビキニ.mp3,89,98,77.0,16.55,7,539,-0.16,-1.8
たむらぱん,ハレーション,https://open.spotify.com/track/3cUybDAm98iPkBcEUmCzI5,./downloaded_mp3/たむらぱん_ハレーション.mp3,87,87,67.75,19.19,4,271,-0.33,-1.93
新垣結衣,Make my day,https://open.spotify.com/track/1IIXTNttZTf4WPBiv6mvb9,./downloaded_mp3/新垣結衣_Make my day.mp3,86,100,53.17,33.53,6,319,0.27,-1.87
HOME MADE 家族,NO RAIN NO RAINBOW,https://open.spotify.com/track/3GTqyyPrZ1Xqzk0Ooffxr3,./downloaded_mp3/HOME MADE 家族_NO RAIN NO RAINBOW.mp3,84,84,57.2,23.3,5,286,-0.21,-1.94
福耳,夏はこれからだ!,https://open.spotify.com/track/7x5ETpfqHClSNQJG1eluc4,./downloaded_mp3/福耳_夏はこれからだ!.mp3,83,94,57.5,29.67,6,345,-0.02,-1.99
槇原敬之,WE LOVE YOU.,https://open.spotify.com/track/7bp1Txnthu4b2YpW0yA6xJ,./downloaded_mp3/槇原敬之_WE LOVE YOU..mp3,81,81,62.67,25.15,3,188,-0.34,-2.33
Mr.Children,GIFT,https://open.spotify.com/track/4OVtlZdXvYcg9QykmPxTqb,./downloaded_mp3/Mr.Children_GIFT.mp3,76,100,65.87,32.06,15,988,-0.66,-1.08
Bonnie Pink,鐘を鳴らして,https://open.spotify.com/track/3LQIHjccv30fdTZOD5KRoI,./downloaded_mp3/Bonnie Pink_鐘を鳴らして.mp3,68,98,66.86,30.86,7,468,-1.06,-0.2
EXILE,SUPER SHINE,https://open.spotify.com/track/2oCbMNwCJMMO5pEmBJfl4L,./downloaded_mp3/EXILE_SUPER SHINE.mp3,66,66,43.0,21.66,3,129,0.14,-2.33
BREAKERZ,SUMMER PARTY,https://open.spotify.com/track/27t8DfCa3xvAro6cWDqxi7,./downloaded_mp3/BREAKERZ_SUMMER PARTY.mp3,65,84,73.0,9.85,3,219,0.28,-2.33
Crystal Kay,ONE,https://open.spotify.com/track/32wuUlqG5nQ3Y53ZUpgXYP,./downloaded_mp3/Crystal Kay_ONE.mp3,63,81,41.14,25.35,7,288,0.18,-1.45
鶴,夏の魔物,https://open.spotify.com/track/40UGnFEOcqztfMlF4leKTL,./downloaded_mp3/鶴_夏の魔物.mp3,60,95,71.0,19.96,5,355,-0.22,-1.78
Superfly,How Do I Survive?,https://open.spotify.com/track/2Xn42aGEwuOvuMJiU1QPln,./downloaded_mp3/Superfly_How Do I Survive?.mp3,58,98,68.82,16.7,11,757,0.31,-1.5
aiko,花火,https://open.spotify.com/track/0I0zZHGJ6ea8TxwbUvvJEH,./downloaded_mp3/aiko_花火.mp3,57,63,27.14,16.34,49,1330,0.28,-1.01
ROCK'A'TRENCH,Every Sunday Afternoon,https://open.spotify.com/track/5AWHU0LTfQi717HAec87qX,./downloaded_mp3/ROCK'A'TRENCH_Every Sunday Afternoon.mp3,54,97,63.8,23.69,10,638,-0.08,-1.41
福原美穂,ひまわり,https://open.spotify.com/track/41FVdSwUFpBjKKtktP4SWg,./downloaded_mp3/福原美穂_ひまわり.mp3,45,86,55.33,27.02,3,166,0.33,-2.33
SKELT 8 BAMBINO,夏恋,https://open.spotify.com/track/00ELdqovpOUlwLdyqYQCMD,./downloaded_mp3/SKELT 8 BAMBINO_夏恋.mp3,38,54,34.0,22.27,3,102,-0.17,-2.33
ヨースケ@HOME,パノラマ,https://open.spotify.com/track/5ny2hTioPl8klc0hA2ES9s,./downloaded_mp3/ヨースケ@HOME_パノラマ.mp3,37,79,54.75,18.87,4,219,0.27,-2.08
pe'zmoku,ギャロップ,https://open.spotify.com/track/2KIS2GxQkpBNz2AQw9DIc5,./downloaded_mp3/pe'zmoku_ギャロップ.mp3,34,81,53.5,20.07,4,214,0.39,-1.89
羞恥心,泣かないで,https://open.spotify.com/track/1axPwvLNKoM2BW4AJXLUWZ,./downloaded_mp3/羞恥心_泣かないで.mp3,28,99,62.33,36.26,6,374,-0.12,-2.11
MEGARYU,本気っスカ!,https://open.spotify.com/track/7o04uthH1TeUB7AcTtVfdM,./downloaded_mp3/MEGARYU_本気っスカ!.mp3,24,64,43.0,20.07,3,129,0.1,-2.33
TUBE,あー夏休み,https://open.spotify.com/track/3xGPfKACKGRjRJbgr8uMbS,./downloaded_mp3/TUBE_あー夏休み.mp3,20,55,31.45,16.4,11,346,-0.12,-1.48
FIRE BALL,SUPERSTAR,https://open.spotify.com/track/7MkqEhVMCVScPmvM8nzbBy,./downloaded_mp3/FIRE BALL_SUPERSTAR.mp3,19,80,50.0,30.51,3,150,-0.03,-2.33
ゆず,夏色,https://open.spotify.com/track/3nYe3TNoETmeXkseSdnUFz,./downloaded_mp3/ゆず_夏色.mp3,13,81,23.89,20.81,37,884,1.0,0.04
サザンオールスターズ,真夏の果実,https://open.spotify.com/track/3AVLsBieDGotYuo5RPEL64,./downloaded_mp3/サザンオールスターズ_真夏の果実.mp3,8,57,22.12,13.74,33,730,0.46,-0.44
ランカ・リー=中島愛,星間飛行,https://open.spotify.com/track/0qHT5elQ5RNmTA7oDKgb1m,./downloaded_mp3/ランカ・リー=中島愛_星間飛行.mp3,75,75,53.67,21.01,3,161,0.03,-2.33
VAMPS,LOVE ADDICT,https://open.spotify.com/track/7d2Xu85N6dwMoadm5FxpGh,./downloaded_mp3/VAMPS_LOVE ADDICT.mp3,35,99,69.67,32.33,3,209,-0.16,-2.33
SOFFet with mihimaru GT,スキナツ,https://open.spotify.com/track/40GEuYkX03r0UyuapMQntv,./downloaded_mp3/SOFFet with mihimaru GT_スキナツ.mp3,90,90,60.33,35.5,3,181,-0.25,-2.33
元ちとせ,蛍星,https://open.spotify.com/track/1xlrXVrwXImQR4KHKel1gd,./downloaded_mp3/元ちとせ_蛍星.mp3,81,81,46.33,30.04,3,139,0.38,-2.33
ASIAN KUNG-FU GENERATION,夏蝉,https://open.spotify.com/track/2izKKVpD2Fs9FTGAJplGAd,./downloaded_mp3/ASIAN KUNG-FU GENERATION_夏蝉.mp3,14,65,39.33,25.5,3,118,0.01,-2.33
ORANGE RANGE,イケナイ太陽,https://open.spotify.com/track/7emibp3qHeqNNYqZ2Y09xb,./downloaded_mp3/ORANGE RANGE_イケナイ太陽.mp3,13,86,66.25,19.32,20,1325,-0.9,0.36
嵐,truth,https://open.spotify.com/track/6TWPTr6DdDpjkf9wYkHz8v,./downloaded_mp3/嵐_truth.mp3,100,100,63.15,29.4,13,821,-0.27,-1.51
ポルノグラフィティ,ギフト,https://open.spotify.com/track/6Gf6mqsI4pO93ZbvpzQW3Z,./downloaded_mp3/ポルノグラフィティ_ギフト.mp3,98,98,63.17,27.58,6,379,-0.3,-1.59
星村麻衣,ひかり,https://open.spotify.com/track/6sCZXwR9zqlvN5lY2HmAny,./downloaded_mp3/星村麻衣_ひかり.mp3,95,95,54.67,29.29,6,328,-0.0,-1.67
CHEMISTRY,Life goes on,https://open.spotify.com/track/4f5DsecP8LBbVQucBvK447,./downloaded_mp3/CHEMISTRY_Life goes on.mp3,92,92,57.6,26.95,5,288,-0.06,-1.87
GIRL NEXT DOOR,偶然の確率,https://open.spotify.com/track/6xGyVfy4Gaq4UVKuIhQ06P,./downloaded_mp3/GIRL NEXT DOOR_偶然の確率.mp3,87,99,74.0,31.95,10,740,-1.17,-0.45
福井舞,アイのうた,https://open.spotify.com/track/7d0HzUTPGBiqknt6IzT0w1,./downloaded_mp3/福井舞_アイのうた.mp3,85,85,57.5,20.59,6,345,-0.39,-1.15
KinKi Kids,Secret Code,https://open.spotify.com/track/6n2BAhBWCtepSDUb4zXAT7,./downloaded_mp3/KinKi Kids_Secret Code.mp3,84,100,79.2,23.18,5,396,-0.61,-1.49
B'z,BLOWIN',https://open.spotify.com/track/0BUVkKVwc3R7MDMM2HHb22,./downloaded_mp3/B'z_BLOWIN'.mp3,80,80,40.8,32.9,5,204,-0.06,-2.08
FLOW,WORLD END,https://open.spotify.com/track/4wODMeGBAwLAmq0zSAb8Z3,./downloaded_mp3/FLOW_WORLD END.mp3,79,94,63.0,41.39,3,189,-0.33,-2.33
Every Little Thing,あたらしい日々,https://open.spotify.com/track/6hEuB7xxNjLOKuYv5iXBO4,./downloaded_mp3/Every Little Thing_あたらしい日々.mp3,77,94,68.25,24.39,4,273,-0.27,-1.92
MONKEY MAJIK,ただ、ありがとう,https://open.spotify.com/track/3ayTR482XA5dvsAiPU3di6,./downloaded_mp3/MONKEY MAJIK_ただ、ありがとう.mp3,74,88,59.86,25.03,7,419,-0.28,-1.79
スガシカオ,コノユビトマレ,https://open.spotify.com/track/6xxpPUjghCQTXGS9i4QHZW,./downloaded_mp3/スガシカオ_コノユビトマレ.mp3,69,93,57.82,28.99,11,636,-0.59,-0.91
植村花菜,シャララ,https://open.spotify.com/track/6sXeq01UwathrRC9oxU6ov,./downloaded_mp3/植村花菜_シャララ.mp3,67,67,27.67,34.12,3,83,0.38,-2.33
ONE☆DRAFT,青春の雨(なみだ),https://open.spotify.com/track/05n7RpjLBdLiHZgZ7pWPnS,./downloaded_mp3/ONE☆DRAFT_青春の雨(なみだ).mp3,63,95,73.0,19.73,4,292,0.0,-2.19
クレイジーケンバンド,湾岸線,https://open.spotify.com/track/2cAHTADYnA6gWq9EhsttXq,./downloaded_mp3/クレイジーケンバンド_湾岸線.mp3,61,86,60.25,18.84,4,241,0.39,-1.9
福山雅治,HIGHER STAGE,https://open.spotify.com/track/1AHqem68Cmr3ULzRQrrNTl,./downloaded_mp3/福山雅治_HIGHER STAGE.mp3,59,79,56.0,26.0,4,224,-0.53,-1.81
Sonar Pocket,Promise,https://open.spotify.com/track/1e9PWezGbR96zLyY7OZHfN,./downloaded_mp3/Sonar Pocket_Promise.mp3,57,97,61.0,28.01,8,488,-0.09,-1.84
木村カエラ,マスタッシュ,https://open.spotify.com/track/59KLCz65XimLjC3QI6kRwp,./downloaded_mp3/木村カエラ_マスタッシュ.mp3,52,92,56.18,26.46,11,618,-0.47,-0.69
シェネル,ファースト・ラブ,https://open.spotify.com/track/2Yd9UJvNU9b1RvuvrNvK6e,./downloaded_mp3/シェネル_ファースト・ラブ.mp3,50,50,30.0,20.36,5,150,-0.24,-2.21
くるり,さよならリグレット,https://open.spotify.com/track/1quydvDHYcl6g9L1D0nsIL,./downloaded_mp3/くるり_さよならリグレット.mp3,45,91,52.14,28.89,7,365,-0.19,-1.44
GLAY,I LOVE YOUをさがしてる,https://open.spotify.com/track/5TrJSPRDAfAygM1UiuueVf,./downloaded_mp3/GLAY_I LOVE YOUをさがしてる.mp3,43,64,42.5,16.5,4,170,0.2,-1.88
谷村奈南,SEXY SENORITA,https://open.spotify.com/track/3Fgo4JmQG3mAOu8Bp9h2mQ,./downloaded_mp3/谷村奈南_SEXY SENORITA.mp3,41,87,54.33,28.45,3,163,0.37,-2.33
Skoop On Somebody + 織田哲郎,ETERNAL LANDSCAPE,https://open.spotify.com/track/01CekVk77hhnpXzAMl4yo8,./downloaded_mp3/Skoop On Somebody + 織田哲郎_ETERNAL LANDSCAPE.mp3,36,63,44.67,15.89,3,134,0.38,-2.33
ケツメイシ,夏の思い出,https://open.spotify.com/track/22uQDAWeupUDmr3Qit0abI,./downloaded_mp3/ケツメイシ_夏の思い出.mp3,31,71,32.04,22.77,23,737,0.36,-1.46
湘南乃風,恋時雨,https://open.spotify.com/track/41Ke7nao0MI5orECZNEiyN,./downloaded_mp3/湘南乃風_恋時雨.mp3,24,96,66.75,31.6,4,267,-0.38,-1.96
九州男,music♪,https://open.spotify.com/track/7zRCnsBVB3NLIOnkufspmF,./downloaded_mp3/九州男_music♪.mp3,22,70,47.67,24.17,3,143,-0.14,-2.33
JAY'ED,ずっと一緒,https://open.spotify.com/track/6pyUtapJE9LeibxKNTDCWg,./downloaded_mp3/JAY'ED_ずっと一緒.mp3,19,72,45.67,26.5,3,137,-0.01,-2.33
オトナモード,グリーン,https://open.spotify.com/track/4pquVlxs8qrxtWtfCttZ70,./downloaded_mp3/オトナモード_グリーン.mp3,17,44,24.33,17.21,3,73,0.35,-2.33
MISIA,Catch the Rainbow,https://open.spotify.com/track/1HT4YVRyUVENB20HIk3TuA,./downloaded_mp3/MISIA_Catch the Rainbow.mp3,15,99,43.7,29.77,10,437,0.53,-1.37
Lead,Sunnyday,https://open.spotify.com/track/3W4AOBT5Z8Bzre4YVbD29c,./downloaded_mp3/Lead_Sunnyday.mp3,12,61,45.25,22.43,4,181,-0.7,-1.72
中孝介,絆,https://open.spotify.com/track/2WwTEHhWeShonpZtFtwByN,./downloaded_mp3/中孝介_絆.mp3,11,94,47.17,34.33,6,283,-0.1,-1.75
森山直太朗,夏の終わり,https://open.spotify.com/track/4p3Il0ukzcz9IdvMamJa1y,./downloaded_mp3/森山直太朗_夏の終わり.mp3,8,68,36.74,19.61,19,698,0.16,-1.36
井上陽水,少年時代,https://open.spotify.com/track/6W3kqpyUdOgjA2yFnuWTLU,./downloaded_mp3/井上陽水_少年時代.mp3,1,76,34.88,25.05,25,872,0.1,-1.57
CHERRYBLOSSOM,CYCLE,https://open.spotify.com/track/5uHzr0Imy2CO4kx1kieE3r,./downloaded_mp3/CHERRYBLOSSOM_CYCLE.mp3,71,71,51.0,22.27,3,153,-0.17,-2.33
カラーボトル,メッセージ,https://open.spotify.com/track/7KXwOwX19Aq0n4aSolTX45,./downloaded_mp3/カラーボトル_メッセージ.mp3,41,75,60.33,17.47,3,181,-0.25,-2.33
L'Arc〜en〜Ciel,NEXUS 4,https://open.spotify.com/track/4ZNHtTBkBewxo3yXhDDjVk,./downloaded_mp3/L'Arc〜en〜Ciel_NEXUS 4.mp3,99,99,74.67,26.16,3,224,-0.13,-2.33
Mr.Children,HANABI,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,./downloaded_mp3/Mr.Children_HANABI.mp3,91,100,43.21,30.89,112,4839,0.29,-1.43
悲愴感,悲愴感,https://open.spotify.com/track/64gYLdgiTxIvE3FyBPaocf,./downloaded_mp3/悲愴感_悲愴感.mp3,79,79,68.67,14.57,3,206,-0.35,-2.33
STARDUST REVUE,夢伝説,https://open.spotify.com/track/4nb8Ks0PtOjQ4eaZISre3H,./downloaded_mp3/STARDUST REVUE_夢伝説.mp3,74,74,33.33,36.35,3,100,0.28,-2.33
森山直太朗,生きてることが辛いなら,https://open.spotify.com/track/17SyJxMhj3LWNmMEgHvRXX,./downloaded_mp3/森山直太朗_生きてることが辛いなら.mp3,68,68,39.33,31.88,3,118,-0.17,-2.33
川中美幸,木曽川しぐれ,https://open.spotify.com/track/5ZAp14xoNbiYzzGc1bDJvU,./downloaded_mp3/川中美幸_木曽川しぐれ.mp3,50,54,35.33,28.94,3,106,-0.38,-2.33
HOME MADE 家族,Come Back Home,https://open.spotify.com/track/2DGGDS0YR4e1NKbP8PQhWN,./downloaded_mp3/HOME MADE 家族_Come Back Home.mp3,12,86,53.33,37.75,3,160,-0.22,-2.33
サザンオールスターズ,TSUNAMI,https://open.spotify.com/track/2iXZA6Ecf9AZHw92tZBNLv,./downloaded_mp3/サザンオールスターズ_TSUNAMI.mp3,7,57,21.96,15.5,23,505,0.41,-0.6
秦基博,フォーエバーソング,https://open.spotify.com/track/5h9TEFPs7y2JQAqqYteNFB,./downloaded_mp3/秦基博_フォーエバーソング.mp3,5,93,51.27,29.75,11,564,-0.34,-1.24
B'z,グローリーデイズ,https://open.spotify.com/track/2Qhx4zdAyXS3s9Tb99Xdoj,./downloaded_mp3/B'z_グローリーデイズ.mp3,76,83,79.0,3.61,3,237,0.26,-2.33
竹内まりや,September,https://open.spotify.com/track/7BuxfPbJjtI8juuM3h18yA,./downloaded_mp3/竹内まりや_September.mp3,57,70,33.64,28.8,14,471,0.04,-1.94
大塚愛,クラゲ、流れ星,https://open.spotify.com/track/3TASsGwgW6rDL2R1IwMP30,./downloaded_mp3/大塚愛_クラゲ、流れ星.mp3,56,97,61.5,30.8,4,246,-0.1,-1.95
Lil'B,キミに歌ったラブソング,https://open.spotify.com/track/5qAeuuuWen5KD1MPMIr9v9,./downloaded_mp3/Lil'B_キミに歌ったラブソング.mp3,53,96,61.71,33.89,7,432,-0.48,-1.5
奥田民生,SUNのSON,https://open.spotify.com/track/7GgYd3EZDr7qptIKuMfTjj,./downloaded_mp3/奥田民生_SUNのSON.mp3,41,93,55.6,34.76,5,278,-0.15,-1.91
LOVE LOVE LOVE,いいじゃないか,https://open.spotify.com/track/2TeHAOAoL9hnB3TfLsoE6b,./downloaded_mp3/LOVE LOVE LOVE_いいじゃないか.mp3,34,38,34.5,2.52,4,138,0.42,-1.82
新垣結衣,赤い糸,https://open.spotify.com/track/7rF5kk0MnpV9Q96iUbF3wy,./downloaded_mp3/新垣結衣_赤い糸.mp3,14,100,62.5,31.89,8,500,-0.16,-1.81
GLAY,紅と黒のMATADORA,https://open.spotify.com/track/5y4IVopqGYlHtje1dn9F8a,./downloaded_mp3/GLAY_紅と黒のMATADORA.mp3,99,99,72.25,27.51,4,289,-0.37,-1.92
UVERworld,恋いしくて,https://open.spotify.com/track/2gHBt8U57MFtM4s9aa8XA4,./downloaded_mp3/UVERworld_恋いしくて.mp3,93,93,71.0,24.25,3,213,-0.16,-2.33
Aqua Timez,夏のかけら,https://open.spotify.com/track/2RkMDKEURJ0NsHXnKFJLiP,./downloaded_mp3/Aqua Timez_夏のかけら.mp3,29,92,54.33,27.4,6,326,0.37,-1.92
KOH+,最愛,https://open.spotify.com/track/2G3Trax4UVJFd3J7NhQMhN,./downloaded_mp3/KOH+_最愛.mp3,23,98,59.44,34.62,9,535,-0.22,-1.85
ナイトメア,Lost in Blue,https://open.spotify.com/track/59avFFWr9MequD8rgoCdFX,./downloaded_mp3/ナイトメア_Lost in Blue.mp3,9,94,58.67,44.28,3,176,-0.29,-2.33
V6,LIGHT IN YOUR HEART,https://open.spotify.com/track/6h1PNyaKQDElAYTClIEXi1,./downloaded_mp3/V6_LIGHT IN YOUR HEART.mp3,99,99,71.0,34.83,3,213,-0.28,-2.33
BAReeeeeeeeeeN,足跡,https://open.spotify.com/track/7MOvafc6cHQoWkr1ushXY2,./downloaded_mp3/BAReeeeeeeeeeN_足跡.mp3,66,95,62.5,27.87,6,375,-0.51,-1.23
SEAMO,Continue,https://open.spotify.com/track/6f0nSkIgrc01mEk4G5kWau,./downloaded_mp3/SEAMO_Continue.mp3,43,99,61.14,23.57,14,856,-0.27,-0.57
一青窈,はじめて,https://open.spotify.com/track/1xTAX8fRoJw4mSSw2l4Ew7,./downloaded_mp3/一青窈_はじめて.mp3,39,85,41.83,27.78,6,251,0.27,-1.59
竹内まりや,元気を出して,https://open.spotify.com/track/2gzdJxyNbZMDy8DVqnfpFh,./downloaded_mp3/竹内まりや_元気を出して.mp3,31,86,48.6,34.37,5,243,0.2,-2.2
ASIAN KUNG-FU GENERATION,藤沢ルーザー,https://open.spotify.com/track/1EHsyVTxdGKZJiUYnR5yET,./downloaded_mp3/ASIAN KUNG-FU GENERATION_藤沢ルーザー.mp3,26,96,49.44,29.75,9,445,0.02,-1.39
EXILE,Ti Amo,https://open.spotify.com/track/6YFewEWHZB04bJfGYgbYCC,./downloaded_mp3/EXILE_Ti Amo.mp3,25,100,66.2,33.24,10,662,-0.43,-1.59
Hey!Say!JUMP,真夜中のシャドーボーイ,https://open.spotify.com/track/4FvxdYw7mVm7mkQbfn1TKw,./downloaded_mp3/Hey!Say!JUMP_真夜中のシャドーボーイ.mp3,100,100,54.33,41.33,6,326,-0.11,-2.06
mihimaru GT,幸せになろう,https://open.spotify.com/track/4Q0PA52oJqULLEmr7ENYD7,./downloaded_mp3/mihimaru GT_幸せになろう.mp3,98,98,52.0,39.43,7,364,-0.03,-2.11
SCANDAL,DOLL,https://open.spotify.com/track/2zVsE0CoP8GGk3Hns2eUB5,./downloaded_mp3/SCANDAL_DOLL.mp3,96,96,68.86,25.09,7,482,-0.51,-1.01
MiChi,PROMiSE,https://open.spotify.com/track/2HPTiNuHKxvk0sWKShX4La,./downloaded_mp3/MiChi_PROMiSE.mp3,95,97,69.3,32.37,10,693,-1.01,-0.77
コブクロ,時の足音,https://open.spotify.com/track/0ViUlnRMrbmuzGyqWbJc0j,./downloaded_mp3/コブクロ_時の足音.mp3,93,99,56.06,27.88,17,953,-0.09,-0.84
馬場俊英,いつか君に追い風が,https://open.spotify.com/track/1ejsNLTWUhz1V6VIfDoGbG,./downloaded_mp3/馬場俊英_いつか君に追い風が.mp3,90,90,50.14,30.21,7,351,0.13,-1.9
清水翔太,My Treasure,https://open.spotify.com/track/0lIDHiYV5iyV5cZ8T63qj6,./downloaded_mp3/清水翔太_My Treasure.mp3,89,89,57.67,24.88,6,346,-0.2,-1.84
AKB48,大声ダイヤモンド,https://open.spotify.com/track/3MJjLlRboFvdTrz60MaUto,./downloaded_mp3/AKB48_大声ダイヤモンド.mp3,88,88,61.67,22.81,3,185,0.38,-2.33
いきものがかり,プラネタリウム,https://open.spotify.com/track/732XyhBMWmdD5PU3RwB4JC,./downloaded_mp3/いきものがかり_プラネタリウム.mp3,87,98,62.88,23.57,8,503,0.06,-1.63
倖田來未,TABOO,https://open.spotify.com/track/5nMsLedvmsJJUwO44jLjKw,./downloaded_mp3/倖田來未_TABOO.mp3,79,99,64.6,33.28,5,323,-0.42,-1.75
スピッツ,若葉,https://open.spotify.com/track/4cPlquVrHIpFpajHvZaICR,./downloaded_mp3/スピッツ_若葉.mp3,73,96,73.17,17.97,6,439,-0.49,-1.04
monobright,涙色フラストレーション,https://open.spotify.com/track/5r1fyIVTr46ShV7dctjbFt,./downloaded_mp3/monobright_涙色フラストレーション.mp3,67,67,32.67,30.24,3,98,0.33,-2.33
宇多田ヒカル,Eternally,https://open.spotify.com/track/7jodXMK1l3lwHLXVHfZS6g,./downloaded_mp3/宇多田ヒカル_Eternally.mp3,65,65,53.25,15.76,4,213,-0.68,-1.73
NEWS,Happy Birthday,https://open.spotify.com/track/4g5MvKFxgjEM7qF4Vbs5My,./downloaded_mp3/NEWS_Happy Birthday.mp3,61,100,61.0,37.58,7,427,-0.44,-1.71
スケルト・エイト・バンビーノ,冬唄,https://open.spotify.com/track/0gdau5fXKhBAP4ucF088uw,./downloaded_mp3/スケルト・エイト・バンビーノ_冬唄.mp3,58,72,57.67,14.5,3,173,-0.02,-2.33
YUI,I'll be,https://open.spotify.com/track/39m2NztaQ32ntyEj4SMvno,./downloaded_mp3/YUI_I'll be.mp3,54,82,51.0,26.95,7,357,-0.54,-1.43
ゆず,シシカバブー,https://open.spotify.com/track/3tFhoGUIbNFIQdq1GlXceA,./downloaded_mp3/ゆず_シシカバブー.mp3,53,99,58.62,22.82,8,469,0.4,-1.11
